"/uav_ground_truth/pose/pose/position/y_x","/uav_ground_truth/pose/pose/position/y_y","/del_uav/KF_pose/y_x","/del_uav/KF_pose/y_y","/ual/pose/pose/position/y_x","/ual/pose/pose/position/y_y"
6.747,-0.170262064,11.005,-0.4142712331,11.02,-0.2257944196,
6.767,-0.1721189227,11.041,-0.4142712331,11.062,-0.2202054411,
6.787,-0.1739763152,11.073,-0.4142214135,11.085,-0.2262564451,
6.807,-0.1758333923,11.106,-0.4142712331,11.134,-0.2304825485,
6.827,-0.1776894145,11.142,-0.4142712331,11.173,-0.2305420935,
6.847,-0.1795438013,11.173,-0.4136569751,11.201,-0.2294519842,
6.867,-0.1813958886,11.206,-0.4136569751,11.239,-0.2255706787,
6.887,-0.1832450805,11.239,-0.4136569751,11.272,-0.2245470881,
6.907,-0.1850908428,11.273,-0.413656975,11.292,-0.2287671864,
6.927,-0.186932691,11.306,-0.413656975,11.332,-0.2309225649,
6.947,-0.188770218,11.34,-0.413656975,11.368,-0.2289741039,
6.967,-0.1906029002,11.379,-0.4154648291,11.406,-0.225694105,
6.987,-0.1924300401,11.407,-0.4154648291,11.44,-0.2190870941,
7.007,-0.1942508657,11.44,-0.4154648291,11.461,-0.2151958793,
7.027,-0.1960645334,11.476,-0.415420898,11.499,-0.221298188,
7.047,-0.197870384,11.513,-0.415420898,11.541,-0.224218905,
7.067,-0.199668023,11.541,-0.4141863756,11.557,-0.2226388156,
7.087,-0.2014573675,11.577,-0.4141863756,11.593,-0.2204405963,
7.107,-0.2032385864,11.607,-0.4141297298,11.637,-0.2149125338,
7.127,-0.2050119467,11.639,-0.4141297298,11.673,-0.2077622861,
7.147,-0.2067777566,11.673,-0.414073084,11.694,-0.211348027,
7.167,-0.2085362847,11.708,-0.4141297298,11.732,-0.2158196121,
7.187,-0.2102877562,11.739,-0.4136440316,11.768,-0.2158482671,
7.207,-0.2120323535,11.775,-0.4136440316,11.787,-0.2150428146,
7.227,-0.2137702589,11.806,-0.4136440316,11.83,-0.2100649625,
7.247,-0.2155016902,11.839,-0.4136440316,11.868,-0.2065414041,
7.267,-0.2172268895,11.874,-0.4135944183,11.906,-0.2120733708,
7.287,-0.2189463208,11.906,-0.4109800494,11.929,-0.2147161067,
7.307,-0.220660483,11.941,-0.4110242133,11.961,-0.2141764164,
7.327,-0.2223700225,11.973,-0.4110242133,11.995,-0.210092634,
7.347,-0.2240754376,12.005,-0.4109800494,12.027,-0.2046317011,
7.367,-0.2257768518,12.038,-0.404784314,12.066,-0.1980057061,
7.387,-0.2274740375,12.081,-0.4047321978,12.108,-0.2015278637,
7.407,-0.2291666049,12.11,-0.4047321978,12.141,-0.2033432424,
7.427,-0.2308544359,12.14,-0.404784314,12.159,-0.2038603425,
7.447,-0.232537939,12.178,-0.404784314,12.196,-0.2026003599,
7.467,-0.2342180077,12.208,-0.4016411815,12.219,-0.2010353953,
7.487,-0.2358957728,12.249,-0.4016411815,12.26,-0.1983981282,
7.507,-0.2375722432,12.274,-0.4015935829,12.291,-0.2006427944,
7.527,-0.2392482355,12.306,-0.4016411815,12.332,-0.2037652731,
7.547,-0.2409240287,12.344,-0.3950334407,12.353,-0.2049209625,
7.567,-0.2425993904,12.382,-0.3950334407,12.395,-0.2023119777,
7.587,-0.2442735701,12.41,-0.3950334407,12.429,-0.1971855909,
7.607,-0.2459456274,12.442,-0.3949867737,12.467,-0.1925748736,
7.627,-0.2476146672,12.476,-0.3898525121,12.506,-0.195186615,
7.647,-0.2492800014,12.507,-0.3898525121,12.522,-0.1944960505,
7.667,-0.2509409727,12.54,-0.3898525121,12.567,-0.1904834807,
7.687,-0.2525968674,12.576,-0.3898525121,12.598,-0.1882216036,
7.707,-0.254246605,12.606,-0.3846559954,12.637,-0.1805204749,
